probability type
0.0 1
0.23076923076923078 1
0.20689655172413793 1
0.058823529411764705 1
0.037037037037037035 1
0.13636363636363635 1
0.14285714285714285 1
0.1282051282051282 1
0.037037037037037035 1
0.23076923076923078 1
0.0 1
0.0 1
0.36 1
0.35 1
0.16666666666666666 1
0.0 1
0.0 1
0.14285714285714285 1
0.0 1
0.0 1
0.0 1
0.05 1
0.05 1
0.05 1
0.1 1
0.0625 1
0.0 1
0.0 1
0.07407407407407407 1
0.0 1
0.0 1
0.0 1
0.125 1
0.03125 1
0.0 1
0.07894736842105263 1
0.0 1
0.058823529411764705 1
0.125 1
0.0 1
0.041666666666666664 1
0.0 1
0.04 1
0.0 1
0.0 1
0.0 1
0.03225806451612903 1
0.07692307692307693 1
0.058823529411764705 1
0.0 1
0.0 1
0.2 1
0.06896551724137931 1
0.0 1
0.038461538461538464 1
0.1 1
0.058823529411764705 1
0.07692307692307693 1
0.0 1
0.0 1
0.0 1
0.0 1
0.045454545454545456 1
0.10204081632653061 1
0.0 1
0.0 1
0.0 1
0.2 1
0.14285714285714285 1
0.27586206896551724 1
0.14285714285714285 1
0.0 1
0.25 1
0.17391304347826086 1
0.0 1
0.038461538461538464 1
0.15 1
0.2777777777777778 1
0.14285714285714285 1
0.0 1
0.06666666666666667 1
0.047619047619047616 1
0.05 1
0.0 1
0.0 1
0.2222222222222222 1
0.09090909090909091 1
0.0 1
0.03571428571428571 1
0.0 1
0.043478260869565216 1
0.0 1
0.0 1
0.0 1
0.0 1
0.037037037037037035 1
0.0 1
0.0 1
0.0 1
0.0 1
0.2 1
0.1111111111111111 1
0.1 1
0.16666666666666666 1
0.0 1
0.058823529411764705 1
0.0 1
0.041666666666666664 1
0.0 1
0.38095238095238093 1
0.058823529411764705 1
0.0 1
0.0 1
0.0 1
0.05263157894736842 1
0.10526315789473684 1
0.1111111111111111 1
0.10714285714285714 1
0.0625 1
0.0 1
0.0 1
0.06666666666666667 1
0.0 1
0.6 1
0.09090909090909091 1
0.2222222222222222 1
0.2727272727272727 1
0.0 1
0.21428571428571427 1
0.23529411764705882 1
0.3333333333333333 1
0.0 1
0.08333333333333333 1
0.1111111111111111 1
0.2631578947368421 1
0.52 1
0.2 1
0.1111111111111111 1
0.041666666666666664 1
0.1111111111111111 1
0.06666666666666667 1
0.14285714285714285 1
0.0625 1
0.1111111111111111 1
0.5384615384615384 1
0.08823529411764706 1
0.045454545454545456 1
0.13333333333333333 1
0.0 1
0.023255813953488372 1
0.09090909090909091 1
0.0 1
0.0 1
0.16666666666666666 1
0.0 1
0.0 1
0.0 1
0.0 1
0.043478260869565216 1
0.5 1
0.043478260869565216 1
0.0 1
0.1111111111111111 1
0.05263157894736842 1
0.16666666666666666 1
0.0 1
0.0 1
0.0 1
0.04 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.05263157894736842 1
0.05 1
0.0 1
0.0 1
0.0 1
0.0 1
0.16666666666666666 1
0.045454545454545456 1
0.0 1
0.06666666666666667 1
0.15789473684210525 1
0.038461538461538464 1
0.058823529411764705 1
0.5714285714285714 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.058823529411764705 1
0.14285714285714285 1
0.0 1
0.25 1
0.0 1
0.0 1
0.23076923076923078 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0625 1
0.0 1
0.08333333333333333 1
0.16666666666666666 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.07142857142857142 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.3333333333333333 1
0.0 1
0.0 1
0.0 1
0.14285714285714285 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.1 1
0.13043478260869565 1
0.07142857142857142 1
0.03571428571428571 1
0.0 1
0.17391304347826086 1
0.0 1
0.17647058823529413 1
0.03125 1
0.05555555555555555 1
0.0 1
0.15789473684210525 1
0.0 1
0.0 1
0.0 1
0.0 1
0.18181818181818182 1
0.0 1
0.08333333333333333 1
0.125 1
0.0 1
0.0625 1
0.0 1
0.045454545454545456 1
