"travis_id";"ght_id";"watchers";"slug";"lang";"created_at";"last_build_finished_at";"order";"project_found";"log_found";"travis_present";"first_t_commit";"last_t_commit";"active";"last_build_duration";"yml_contribs";"yml_commits";"job_count";"repo_id";"build_id";"last_build";"commits";"contribs";"last_commit";"build_count";"first_build";"yml_deleted";"travis_abandoned";"builds_period";"travis_period";"pushes";"PRs";"project_age";"abandoned";"commit_time_after_last_build";"abandoned_and_alive"
1182811;4989231;4;"rhysd/FrozenString";"C++";2013-07-29;"2013-09-13";106973;1;1;1;"2013-08-07";"2013-09-09";1;89;1;12;1;1182811;11332327;2013-09-13;189;2;2013-09-14;72;2013-08-07;0;0;37;33;72;0;1688;0;1;FALSE
1183501;398577;76;"RunestoneInteractive/skulpt";"JavaScript";2013-08-14;"2014-04-25";26066;1;1;1;"2013-08-04";"2015-05-21";0;62;5;23;1;1183501;10213840;2014-04-25;2628;54;2016-09-23;52;2013-08-07;0;1;261;655;19;33;1672;1;882;TRUE
1183944;12245268;2;"michelboaventura/rgraph";"Ruby";2013-08-07;"2014-03-13";142657;1;1;1;"2013-08-07";"2014-03-05";0;200;1;2;3;1183944;20663051;2014-03-13;56;3;2017-01-14;53;2013-08-07;0;1;218;210;53;0;1679;1;1038;TRUE
1184034;4911646;2;"tigefa/tigefa";"Ruby";2013-08-06;"2016-09-12";136098;1;1;1;"2014-06-02";"2016-09-13";1;26;3;13;1;1184034;159401430;2016-09-12;80;5;2016-09-12;94;2013-08-14;0;0;1125;834;91;3;1680;0;0;FALSE
1184593;4973625;14;"jasny/formbuilder";"PHP";2013-08-08;"2014-06-26";62880;1;1;1;"2013-08-08";"2013-08-25";0;27;1;2;2;1184593;28492851;2014-06-26;60;1;2014-08-05;16;2013-08-08;0;1;322;17;16;0;1678;1;40;TRUE
1184857;4910303;50;"hacklabr/timtec";"Python";2013-08-07;"2014-06-10";33048;1;1;0;"2013-08-14";"2016-03-11";0;2;3;17;1;1184857;14375710;2014-06-10;4632;26;2017-02-13;515;2013-08-24;1;1;290;940;515;0;1679;1;979;TRUE
1185468;4910443;14;"ciudadanointeligente/votainteligente-portal-electoral";"Python";2013-08-07;"2017-03-31";62872;1;1;1;"2013-08-12";"2016-07-11";1;197;4;15;1;1185468;217295849;2017-03-31;2248;22;2017-01-18;2592;2013-08-12;0;0;1327;1064;2003;589;1679;0;-72;FALSE
1185736;13378655;12;"xwp/wp-media-placeholders";"PHP";2013-08-08;"2014-11-11";67564;1;1;1;"2013-10-06";"2013-10-07";1;72;1;5;8;1185736;40650720;2014-11-11;56;2;2013-10-07;22;2013-10-07;0;0;400;1;18;4;1678;0;-400;FALSE
1186532;806576;458;"vstakhov/rspamd";"C";2013-04-19;"2016-07-21";7166;1;1;0;"2013-08-08";"2016-07-21";0;27;2;21;1;1186532;146346758;2016-07-21;10444;47;2017-03-12;3114;2013-08-08;1;1;1078;1078;2704;410;1789;1;234;TRUE
1186537;3757508;241;"freebsd/pkg";"C";2011-03-26;"2017-04-15";11938;1;1;1;"2014-12-30";"2016-09-22";1;972;3;17;4;1186537;222338828;2017-04-15;9875;139;2017-03-10;1410;2013-09-18;0;0;1305;632;1203;207;2544;0;-36;FALSE
1186568;243431;2279;"AliSoftware/OHHTTPStubs";"Objective-C";2012-07-10;"2016-12-20";1568;1;1;1;"2013-08-08";"2016-11-14";1;956;4;39;8;1186568;185470531;2016-12-20;967;58;2016-12-20;571;2013-08-08;0;0;1230;1194;385;186;2072;0;0;FALSE
1186682;4981612;20;"gildegoma/chef-android-sdk";"Ruby";2013-08-08;"2017-03-05";52986;1;1;1;"2013-08-07";"2015-09-30";1;661;1;5;2;1186682;207855242;2017-03-05;95;8;2017-03-04;82;2013-08-08;0;0;1305;784;34;48;1678;0;-1;FALSE
1187018;4975379;1;"paazmaya/grunt-image-profile";"JavaScript";2013-08-08;"2017-04-05";163540;1;1;1;"2013-08-16";"2017-02-11";1;158;2;12;2;1187018;218854202;2017-04-05;125;4;2017-02-12;93;2013-08-16;0;0;1328;1275;91;2;1678;0;-52;FALSE
1187155;10038176;57;"pcman-bbs/pcmanx";"C";2013-08-08;"2017-03-21";30829;1;1;1;"2014-06-04";"2014-08-13";1;734;3;9;7;1187155;213449968;2017-03-21;806;38;2016-07-02;159;2014-06-04;0;0;1021;70;85;74;1678;0;-262;FALSE
1187372;4932583;38;"EE/ng-l20n";"JavaScript";2013-08-08;"2016-11-09";38263;1;1;1;"2013-11-21";"2016-05-11";1;69;1;12;1;1187372;174479231;2016-11-09;112;5;2016-11-09;78;2013-11-21;0;0;1084;902;70;8;1678;0;0;FALSE
1187593;813079;6;"liveSense/all";"Python";2011-05-24;"2015-08-08";90169;1;1;1;"2013-08-08";"2013-12-09";1;83;1;13;1;1187593;74696840;2015-08-08;288;4;2015-08-08;79;2013-08-08;0;0;730;123;79;0;2485;0;0;FALSE
1187602;1503188;2;"liveSense/org.liveSense.service.jcr.importexport";"Java";2011-11-27;"2015-05-02";133492;1;1;1;"2013-12-05";"2013-12-06";1;135;1;2;1;1187602;60963027;2015-05-02;29;1;2015-05-02;20;2013-12-05;0;0;513;1;20;0;2298;0;0;FALSE
1187831;6104087;23;"SkyWars/SkyWars";"Java";2013-08-07;"2016-06-16";49520;1;1;0;"2013-07-29";"2016-06-16";0;371;1;12;3;1187831;138001277;2016-06-16;875;3;2016-07-31;227;2013-08-12;1;1;1039;1053;226;1;1679;1;45;TRUE
1187892;4922931;6;"mremi/TemplatingExtraBundle";"PHP";2013-08-08;"2015-01-28";91155;1;1;1;"2013-08-08";"2015-01-08";1;264;1;2;5;1187892;48596642;2015-01-28;19;1;2015-01-28;19;2013-08-08;0;0;538;518;19;0;1678;0;0;FALSE
1188018;4282171;80;"iainbeeston/nickel";"Ruby";2013-06-28;"2016-04-16";25201;1;1;1;"2013-12-31";"2015-03-14";1;617;2;16;6;1188018;123622051;2016-04-16;252;11;2015-03-14;232;2013-12-31;0;0;837;438;162;70;1719;0;-399;FALSE
1188097;4918205;27;"nickcharlton/moviesapi";"Ruby";2013-08-06;"2016-11-22";45661;1;1;1;"2013-08-15";"2016-11-13";1;74;2;6;1;1188097;178015632;2016-11-22;92;1;2016-11-22;50;2013-08-15;0;0;1195;1186;43;7;1680;0;0;FALSE
1188245;4851261;403;"guymorita/recommendationRaccoon";"JavaScript";2013-07-29;"2017-03-06";7954;1;1;1;"2013-08-08";"2017-01-04";1;49;1;5;1;1188245;208314355;2017-03-06;149;5;2017-03-07;79;2013-08-08;0;0;1306;1245;59;20;1688;0;1;FALSE
1188442;4890288;34;"chef-cookbooks/etcd";"Ruby";2013-08-08;"2017-01-26";40517;1;1;1;"2014-02-13";"2017-01-26";1;2226;6;13;14;1188442;195643588;2017-01-26;317;25;2017-01-26;176;2014-02-13;0;0;1078;1078;132;44;1678;0;0;FALSE
1189972;4923450;1;"lisitsyn/stichwort";"C++";2013-08-08;"2014-04-29";163445;1;1;1;"2013-08-10";"2013-08-18";1;65;1;2;1;1189972;24045270;2014-04-29;18;1;2014-04-29;17;2013-08-09;0;0;263;8;17;0;1678;0;0;FALSE
1191616;4910159;45;"hapijs/confidence";"JavaScript";2013-08-09;"2017-01-26";34965;1;1;1;"2013-09-02";"2016-10-07";1;144;5;8;3;1191616;195442312;2017-01-26;131;21;2017-01-25;163;2013-09-02;0;0;1242;1131;107;56;1677;0;-1;FALSE
1193006;11035028;1;"chrisweb/freeMusic.zone";"JavaScript";2013-04-21;"2017-04-08";173205;1;1;1;"2013-08-10";"2016-06-19";1;298;1;4;2;1193006;220057675;2017-04-08;516;4;2017-01-29;279;2013-08-10;0;0;1337;1044;279;0;1787;0;-69;FALSE
1193659;4844839;9;"averrin/emergent";"JavaScript";2013-08-10;"2013-08-31";76745;1;1;1;"2013-08-11";"2013-08-17";1;656;2;9;1;1193659;10836087;2013-08-31;169;9;2013-08-31;96;2013-08-11;0;0;20;6;83;13;1676;0;0;FALSE
1193745;3586488;42;"pwhisenhunt/Backbonejs-Router-Title-Helper";"JavaScript";2013-05-05;"2014-04-04";36294;1;1;1;"2013-08-17";"2013-08-17";1;32;1;1;1;1193745;22280102;2014-04-04;39;4;2014-04-04;17;2013-08-10;0;0;237;0;14;3;1773;0;0;FALSE
1195623;4902285;48;"driesvints/driesvints.com";"JavaScript";2013-08-10;"2016-05-03";33767;1;1;0;"2014-10-12";"2016-04-03";0;20;1;5;1;1195623;127609150;2016-05-03;405;2;2016-10-01;63;2014-10-12;1;1;569;539;61;2;1676;1;151;TRUE
1196264;2144789;220;"Cocoanetics/DTBonjour";"Objective-C";2013-01-17;"2017-04-02";12782;1;1;1;"2013-12-18";"2015-01-29";1;115;2;3;1;1196264;217823322;2017-04-02;71;6;2015-12-29;36;2013-12-18;0;0;1201;407;31;5;1881;0;-460;FALSE
1197062;2198141;152;"doanduyhai/Achilles";"Java";2012-11-17;"2017-03-16";16644;1;1;1;"2013-08-12";"2015-10-30";1;391;1;5;1;1197062;211923307;2017-03-16;1369;17;2017-02-20;942;2013-08-11;0;0;1313;809;884;58;1942;0;-24;FALSE
1197300;4966704;1;"Joe0/Feather";"Java";2013-08-07;"2014-08-16";163527;1;1;1;"2013-08-11";"2014-08-15";1;29;2;2;1;1197300;32697466;2014-08-16;32;2;2014-08-15;21;2013-08-12;0;0;369;369;21;0;1679;0;-1;FALSE
1198038;4925839;3;"jbussdieker/ruby-enc";"Ruby";2013-08-10;"2017-01-23";118963;1;1;1;"2013-08-12";"2014-05-12";1;529;1;13;9;1198038;194586203;2017-01-23;384;4;2014-10-17;278;2013-08-12;0;0;1260;273;273;5;1676;0;-829;FALSE
1198066;4928683;8;"KnpLabs/KnpMailjetBundle";"PHP";2013-08-09;"2016-07-05";80780;1;1;1;"2013-10-25";"2015-11-27";1;1357;2;4;10;1198066;142458453;2016-07-05;54;4;2016-07-05;22;2013-10-25;0;0;984;763;16;6;1677;0;0;FALSE
1198124;4993023;1;"maksbotan/solar";"C++";2013-08-11;"2013-08-16";163571;1;1;1;"2013-08-12";"2013-08-12";0;46;1;1;2;1198124;10270201;2013-08-16;23;1;2013-12-05;6;2013-08-12;0;1;4;0;6;0;1675;1;111;TRUE
1198362;1877447;341;"barisaydinoglu/Detectizr";"JavaScript";2012-05-07;"2017-04-17";9116;1;1;1;"2014-01-05";"2015-09-01";1;147;1;2;2;1198362;222696791;2017-04-17;103;11;2016-11-16;59;2014-01-04;0;0;1199;604;43;16;2136;0;-152;FALSE
1198413;5413591;2;"bealearts/secure-storage-js";"JavaScript";2013-08-11;"2014-07-12";136500;1;1;1;"2013-08-11";"2014-06-26";1;47;1;3;1;1198413;29762536;2014-07-12;41;1;2014-07-12;31;2013-09-17;0;0;298;319;31;0;1675;0;0;FALSE
1198940;11281404;6;"cubicdaiya/ngxmodgen-ruby";"Ruby";2013-08-12;"2014-08-07";92812;1;1;1;"2013-08-12";"2013-08-12";1;21;1;1;2;1198940;31920336;2014-08-07;13;2;2014-08-07;11;2013-08-12;0;0;360;0;11;0;1674;0;0;FALSE
1198957;4269291;23;"kirkbushell/fatty";"PHP";2012-05-09;"2014-02-12";49451;1;1;1;"2013-08-15";"2013-08-16";1;58;1;2;2;1198957;10252590;2014-02-12;20;2;2013-08-16;7;2013-08-15;0;0;181;1;7;0;2134;0;-180;FALSE
1199508;4514480;1;"phork/microphork";"PHP";2013-07-08;"2014-03-30";162972;1;1;1;"2014-03-23";"2014-03-23";1;396;1;1;5;1199508;21886697;2014-03-30;114;2;2014-03-30;7;2014-03-23;0;0;7;0;7;0;1709;0;0;FALSE
1199606;14055091;32;"andychase/reparse";"Python";2013-08-11;"2016-11-12";42055;1;1;1;"2013-08-11";"2016-11-12";1;229;3;15;5;1199606;175365501;2017-06-13;87;5;2016-11-12;83;2013-08-12;0;0;1401;1189;73;10;1675;0;-213;FALSE
1199864;5050749;1;"sonrisacms/restclient-component";"PHP";2013-08-12;"2016-07-27";163694;1;1;1;"2013-08-20";"2015-06-10";1;290;1;5;4;1199864;147894138;2016-07-27;59;6;2016-07-28;55;2013-08-19;0;0;1073;659;47;8;1674;0;1;FALSE
1199873;4929594;1;"andreaskoch/postdeploy";"Go";2013-08-12;"2016-10-31";163457;1;1;1;"2013-08-12";"2016-10-23";1;126;2;3;1;1199873;172139252;2016-10-31;18;1;2016-10-23;13;2013-08-13;0;0;1175;1168;13;0;1674;0;-8;FALSE
1200232;10116417;1;"msievers/badgerfish";"Ruby";2013-08-12;"2014-06-03";171447;1;1;1;"2013-08-13";"2013-08-13";0;75;1;1;2;1200232;26660678;2014-06-03;23;2;2015-05-07;8;2013-08-13;0;1;294;0;8;0;1674;1;338;TRUE
1200960;5010707;2;"previousnext/phing-semanticgit";"PHP";2013-08-13;"2015-01-27";146236;1;1;1;"2013-09-06";"2013-09-14";1;395;2;3;3;1200960;48442507;2015-01-27;29;2;2014-07-07;34;2013-09-06;0;0;508;8;25;9;1673;0;-204;FALSE
1201754;5169261;60;"webwrite/inlinegui";"CSS";2013-08-13;"2013-08-27";29892;1;1;1;"2013-11-29";"2014-04-21";0;15;1;2;1;1201754;10673787;2013-08-27;148;4;2014-06-09;26;2013-08-21;0;1;6;143;26;0;1673;1;286;TRUE
1201802;5004990;8;"lyrixx/Fortunes";"PHP";2013-08-13;"2017-04-13";80797;1;1;1;"2013-08-12";"2017-01-06";1;127;1;4;1;1201802;221824359;2017-04-13;64;6;2017-01-06;100;2013-08-13;0;0;1339;1243;66;34;1673;0;-97;FALSE
1202229;5001676;1;"billdueber/marc_alephsequential";"Ruby";2013-08-12;"2015-05-19";182683;1;1;1;"2013-08-19";"2013-08-19";1;81;1;3;3;1202229;63208964;2015-05-19;31;2;2015-05-19;15;2013-08-19;0;0;638;0;15;0;1674;0;0;FALSE
1202719;5006276;2;"conradz/wd-tap-runner";"JavaScript";2013-08-13;"2013-10-02";136195;1;1;0;"2013-08-13";"2013-10-02";0;92;1;2;1;1202719;12051012;2013-10-02;33;1;2013-12-10;17;2013-08-13;1;1;50;50;17;0;1673;1;69;TRUE
1203121;5538275;64;"satellite-game/Satellite";"JavaScript";2013-08-13;"2014-01-29";28796;1;1;1;"2013-08-16";"2014-01-20";0;230;2;8;1;1203121;17858531;2014-01-29;1508;17;2014-12-18;160;2014-01-16;0;1;13;157;82;78;1673;1;323;TRUE
1203198;5122528;3;"fathomdb/gommons";"Go";2013-07-04;"2013-09-20";119064;1;1;1;"2013-08-23";"2013-08-23";1;34;1;1;1;1203198;11607077;2013-09-20;12;1;2013-09-20;8;2013-08-23;0;0;28;0;8;0;1713;0;0;FALSE
1203364;5196681;15;"eddiejaoude/DesignPatternsPHP";"PHP";2013-08-13;"2015-08-18";61716;1;1;1;"2013-05-16";"2015-08-16";1;98;7;15;6;1203364;76091081;2015-08-18;535;91;2015-08-18;35;2013-08-31;0;0;717;822;34;1;1673;0;0;FALSE
1203534;4930836;73;"zensh/then.js";"JavaScript";2013-09-10;"2014-06-13";26706;1;1;1;"2013-11-14";"2014-05-28";0;64;1;4;2;1203534;27499345;2014-06-13;107;4;2014-08-12;87;2013-11-14;0;1;211;195;87;0;1645;1;60;TRUE
1203668;4899123;371;"GrahamCampbell/Laravel-HTMLMin";"PHP";2013-08-13;"2017-04-12";8513;1;1;1;"2013-08-13";"2016-12-28";1;1744;2;17;20;1203668;221420803;2017-04-12;415;5;2017-01-01;426;2013-08-13;0;0;1338;1233;378;32;1673;0;-101;FALSE
1204213;5001382;1;"crynobone/crynobone.com";"PHP";2013-08-13;"2015-01-15";163593;1;1;0;"2013-08-14";"2015-01-15";1;47;1;4;1;1204213;47074459;2015-01-15;150;1;2016-01-19;48;2013-08-14;1;1;519;519;48;0;1673;0;369;FALSE
1204368;4910964;244;"Automattic/vip-quickstart";"PHP";2013-08-07;"2016-07-27";11827;1;1;1;"2014-02-09";"2016-08-03";0;104;2;2;2;1204368;147840585;2016-07-27;1094;39;2017-03-13;499;2014-02-09;0;1;899;906;344;155;1679;1;229;TRUE
1204396;3689998;23;"markreidvfx/pyaaf";"Python";2013-08-30;"2016-09-25";49426;1;1;1;"2013-08-30";"2016-03-11";1;2486;1;10;4;1204396;162518866;2016-09-25;468;4;2016-03-11;298;2013-08-30;0;0;1122;924;297;1;1656;0;-198;FALSE
1205452;4851809;4575;"EnterpriseQualityCoding/FizzBuzzEnterpriseEdition";"Java";2012-11-24;"2017-03-02";643;1;1;1;"2014-02-18";"2015-10-26";1;121;3;4;2;1205452;207158236;2017-03-02;161;36;2017-02-04;128;2014-02-21;0;0;1105;615;41;87;1935;0;-26;FALSE
1205887;5006245;12;"conradz/sauce-tap-runner";"JavaScript";2013-08-14;"2013-10-02";67577;1;1;0;"2013-08-14";"2013-10-02";0;128;1;2;1;1205887;12053284;2013-10-02;37;3;2017-03-11;13;2013-08-14;1;1;49;49;13;0;1672;1;1256;TRUE
1206694;4745760;1;"fadendaten/ski_binding_calculator";"Ruby";2013-07-29;"2014-02-14";163304;1;1;1;"2013-08-17";"2013-08-17";1;43;1;3;1;1206694;18867298;2014-02-14;83;2;2014-02-14;26;2013-08-17;0;0;181;0;26;0;1688;0;0;FALSE
1207207;634891;128;"jamiebullock/LibXtract";"C++";2012-05-31;"2017-01-15";18658;1;1;1;"2014-01-14";"2014-11-10";1;30;1;3;1;1207207;192090143;2017-01-15;303;8;2014-12-19;74;2014-01-14;0;0;1097;300;50;24;2112;0;-758;FALSE
1207385;3989402;4;"trepmal/add-image-sizes";"PHP";2013-06-07;"2014-03-23";106632;1;1;0;"2013-08-16";"2017-02-07";0;109;1;3;8;1207385;21350356;2014-03-23;23;1;2017-02-07;8;2013-08-17;1;1;218;1271;8;0;1740;1;1052;TRUE
1207426;5009098;1;"seivan/SHTextFieldBlocks";"Objective-C";2013-08-14;"2016-12-09";163618;1;1;1;"2013-08-14";"2013-12-17";1;21;1;2;1;1207426;10218368;2016-12-09;25;1;2016-12-09;3;2013-08-14;0;0;1213;125;3;0;1672;0;0;FALSE
1207789;5009740;8;"Clever/clever-go";"Go";2013-08-14;"2014-06-23";82720;1;1;0;"2013-08-14";"2014-08-01";0;79;4;5;2;1207789;28269234;2014-06-23;125;23;2017-03-13;35;2013-08-15;1;1;312;352;25;10;1672;1;994;TRUE
1209363;4911725;1;"taktsoft/extreme_feedback_device";"Ruby";2013-08-14;"2014-10-08";163421;1;1;1;"2013-08-30";"2014-04-07";1;212;3;3;4;1209363;37390349;2014-10-08;28;3;2014-10-08;13;2013-08-30;0;0;404;220;13;0;1672;0;0;FALSE
1209570;5011839;4;"cloudfoundry/java-buildpack-dependency-builder";"Ruby";2013-08-15;"2016-03-07";106987;1;1;0;"2013-08-15";"2016-04-04";0;106;2;12;1;1209570;114211411;2016-03-07;634;6;2017-03-17;266;2013-08-15;1;1;935;963;242;24;1671;1;375;TRUE
1210043;2836376;76;"hectr/ErrorKit";"Objective-C";2013-02-18;"2015-02-18";25979;1;1;1;"2014-04-09";"2014-04-09";1;142;1;3;1;1210043;51286083;2015-02-18;173;5;2015-02-18;30;2013-09-07;0;0;529;0;29;1;1849;0;0;FALSE
1210657;5013655;9;"michaelnisi/MNAVChapters";"Objective-C";2013-08-15;"2016-09-19";76778;1;1;1;"2013-11-13";"2016-03-21";1;84;1;7;1;1210657;161037001;2016-09-19;22;2;2016-03-22;24;2013-11-13;0;0;1041;859;18;6;1671;0;-181;FALSE
1211692;9093940;14;"POData/POData";"PHP";2013-04-23;"2017-04-07";63855;1;1;1;"2013-08-15";"2014-12-26";1;312;3;6;3;1211692;219831168;2017-04-07;176;10;2017-04-07;126;2013-08-16;0;0;1330;498;117;9;1785;0;0;FALSE
1211813;5358322;7;"rightscale-cookbooks/ephemeral_lvm";"Ruby";2013-08-15;"2017-04-16";85525;1;1;1;"2013-10-30";"2017-01-06";1;75;3;5;1;1211813;222622305;2017-04-16;146;16;2017-01-26;377;2013-10-30;0;0;1264;1164;167;93;1671;0;-80;FALSE
1212097;5014872;22;"Venturocket/angular-natural-language";"JavaScript";2013-08-15;"2015-02-05";50594;1;1;1;"2013-08-19";"2013-08-19";1;54;1;2;1;1212097;49550825;2015-02-05;21;3;2014-05-20;20;2013-08-19;0;0;535;0;15;5;1671;0;-261;FALSE
1212243;2749484;67;"indypy/todopyramid";"Python";2013-02-18;"2015-04-29";28005;1;1;1;"2015-01-23";"2015-01-23";1;14;1;1;1;1212243;60539705;2015-04-29;120;3;2015-01-23;4;2015-01-23;0;0;96;0;3;1;1849;0;-96;FALSE
1212254;4944187;18;"xiaojue/jbcms";"JavaScript";2013-08-16;"2013-12-10";55763;1;1;1;"2013-08-16";"2013-08-16";1;145;1;1;2;1212254;11110449;2013-12-10;81;4;2013-08-23;62;2013-08-16;0;0;116;0;56;6;1670;0;-109;FALSE
1212315;5016206;14;"goodeggs/mongoose-querystream-worker";"JavaScript";2013-08-16;"2017-02-06";62884;1;1;1;"2013-08-16";"2016-03-06";1;117;2;2;4;1212315;199011672;2017-02-06;24;9;2017-02-06;35;2013-08-16;0;0;1270;933;23;12;1670;0;0;FALSE
1213327;5017819;1;"Nekroze/codeforthought";"Python";2013-08-16;"2014-01-18";163635;1;1;1;"2013-08-17";"2013-08-28";1;445;1;7;2;1213327;17172516;2014-01-18;127;1;2014-01-18;93;2013-08-16;0;0;155;11;93;0;1670;0;0;FALSE
1213403;2901278;26;"codefog/contao-haste";"PHP";2011-12-16;"2017-03-07";46418;1;1;1;"2013-08-21";"2016-12-14";1;184;2;3;5;1213403;208535939;2017-03-07;646;11;2017-03-07;595;2013-08-21;0;0;1294;1211;523;72;2279;0;0;FALSE
1213617;4937510;4;"altryne/google-plus-api";"JavaScript";2013-08-15;"2013-08-24";106950;1;1;0;"2013-08-16";"2013-08-24";0;13;1;6;1;1213617;10575113;2013-08-24;22;2;2013-11-10;8;2013-08-16;1;1;8;8;8;0;1671;1;78;TRUE
1213676;5021555;1;"datakurre/collective.behavior.localskin";"Python";2013-08-16;"2013-09-01";163650;1;1;1;"2013-08-16";"2013-09-01";1;476;1;6;1;1213676;10852397;2013-09-01;36;1;2013-09-01;31;2013-08-16;0;0;16;16;31;0;1670;0;0;FALSE
1213860;5015756;11;"Papercloud/active_admin_csv_import";"Ruby";2013-08-16;"2016-03-22";70218;1;1;1;"2013-10-03";"2013-10-04";1;96;1;2;2;1213860;117622645;2016-03-22;82;7;2016-03-04;54;2013-10-03;0;0;901;1;41;13;1670;0;-18;FALSE
1214052;5000901;24;"allisson/gunstar";"Python";2013-08-12;"2014-11-08";48460;1;1;1;"2013-08-17";"2014-06-09";1;123;1;5;5;1214052;40389756;2014-11-08;57;1;2014-11-08;46;2013-08-17;0;0;448;296;46;0;1674;0;0;FALSE
1215707;4982315;1;"ingenerator/be_entity";"PHP";2013-08-17;"2013-11-10";163551;1;1;1;"2013-08-17";"2013-08-17";1;80;1;1;1;1215707;13748574;2013-11-10;13;1;2013-11-10;10;2013-08-17;0;0;85;0;10;0;1669;0;0;FALSE
1215951;4933834;101;"fgrehm/vocker";"Ruby";2013-08-12;"2014-03-04";21797;1;1;1;"2013-09-01";"2013-09-01";1;230;1;1;2;1215951;20094508;2014-03-04;64;5;2014-03-04;39;2013-09-01;0;0;184;0;35;4;1674;0;0;FALSE
1216156;5831093;8;"FoxDev/FoxBot";"Java";2013-07-30;"2014-06-04";80919;1;1;1;"2013-08-17";"2014-06-04";0;195;2;9;3;1216156;26747630;2014-06-04;1103;13;2015-09-30;17;2013-08-17;0;1;291;291;14;3;1687;1;483;TRUE
1216306;15489123;3;"cybyd/cybyd";"PHP";2012-05-31;"2016-05-03";126487;1;1;0;"2015-01-23";"2016-09-24";0;109;2;5;3;1216306;127519867;2016-05-03;124;2;2017-01-07;11;2013-08-17;1;1;990;610;11;0;2112;1;249;TRUE
1216819;5027950;1;"willcodeforfoo/911";"Ruby";2013-08-17;"2014-01-05";163664;1;1;1;"2013-08-17";"2014-01-02";1;74;1;8;1;1216819;16433338;2014-01-05;39;1;2014-01-05;21;2013-08-17;0;0;141;138;21;0;1669;0;0;FALSE
1216875;5028245;1;"BarkleyREI/generator-brei-app";"JavaScript";2013-08-17;"2017-04-30";182690;1;1;1;"2013-08-18";"2017-03-30";1;693;5;8;3;1216875;227358543;2017-04-30;468;8;2017-04-24;456;2015-03-26;0;0;766;1320;287;168;1669;0;-6;FALSE
1217339;5071570;319;"koajs/static";"JavaScript";2013-08-17;"2017-02-26";9615;1;1;1;"2013-12-28";"2017-02-03";1;140;4;6;3;1217339;205484859;2017-02-26;98;16;2017-02-26;115;2013-12-21;0;0;1163;1133;72;43;1669;0;0;FALSE
1217344;7349597;2;"Carlgo11/PreventIp";"Java";2013-04-06;"2014-09-15";138080;1;1;1;"2014-01-11";"2014-01-11";1;34;1;1;3;1217344;35337645;2014-09-15;48;4;2014-09-15;11;2014-01-11;0;0;247;0;9;2;1802;0;0;FALSE
1217950;13378680;1;"xwp/wp-styles-control-background-position";"PHP";2013-08-18;"2014-11-11";163658;1;1;1;"2013-10-30";"2013-10-30";1;97;1;1;8;1217950;40650890;2014-11-11;10;1;2013-10-30;7;2013-10-30;0;0;377;0;4;3;1668;0;-377;FALSE
1218167;6522051;1;"gemeraldbeanstalk/bean_counter";"Ruby";2013-08-18;"2015-04-28";165624;1;1;1;"2013-11-22";"2014-01-26";1;337;1;10;4;1218167;60411964;2015-04-28;65;2;2014-01-26;75;2013-11-20;0;0;524;65;74;1;1668;0;-457;FALSE
1218705;4428391;6;"jcdenton/chess-tournament";"Python";2013-07-07;"2015-02-13";91017;1;1;1;"2013-08-18";"2013-08-18";0;11;1;1;1;1218705;50612804;2015-02-13;63;2;2017-03-13;8;2013-08-18;0;1;544;0;8;0;1710;1;759;TRUE
1219290;5306377;168;"marcioAlmada/annotations";"PHP";2013-08-18;"2017-01-31";15474;1;1;1;"2013-08-18";"2017-01-31";1;457;1;18;5;1219290;196948067;2017-01-31;319;14;2017-01-31;327;2013-08-18;0;0;1262;1262;295;32;1668;0;0;FALSE
1219656;5030942;3;"tjchaplin/grunt-mox";"JavaScript";2013-08-18;"2016-02-21";119031;1;1;1;"2013-08-19";"2013-08-20";1;42;1;2;1;1219656;110702508;2016-02-21;35;3;2014-04-13;27;2013-08-19;0;0;916;1;26;1;1668;0;-679;FALSE
1219943;3449949;116;"XboxLeaders/XboxLiveAPI";"PHP";2013-02-24;"2013-11-13";19913;1;1;0;"2013-11-12";"2013-11-29";0;30;1;2;2;1219943;13887631;2013-11-13;169;5;2015-09-11;8;2013-10-17;1;1;27;17;5;3;1843;1;667;TRUE
1221115;5205619;5;"floatdrop/dns-graceful-stack-switch";"JavaScript";2013-08-19;"2015-11-05";98214;1;1;1;"2013-08-19";"2015-05-25";1;32;2;3;4;1221115;89390294;2015-11-05;44;3;2015-11-05;44;2013-08-19;0;0;808;644;37;7;1667;0;0;FALSE
1221277;3520845;110;"lumail/lumail";"C++";2013-05-01;"2015-09-05";20633;1;1;1;"2013-08-19";"2013-08-19";0;78;1;2;1;1221277;78868081;2015-09-05;1408;11;2015-11-06;318;2013-08-19;0;1;747;0;291;27;1777;1;62;TRUE
1221547;5045207;25;"thomaswelton/laravel-rackspace-opencloud";"PHP";2013-08-19;"2016-05-16";47474;1;1;1;"2013-08-19";"2013-08-19";1;243;1;1;3;1221547;130573591;2016-05-16;26;5;2016-05-16;42;2013-08-19;0;0;1001;0;29;13;1667;0;0;FALSE
1221672;11611687;3;"NEU-Libraries/cerberus";"Ruby";2013-07-19;"2017-04-06";122977;1;1;1;"2014-08-23";"2016-09-29";1;1920;2;43;1;1221672;219440149;2017-04-06;7110;12;2017-04-05;1994;2013-08-23;0;0;1322;768;1859;135;1698;0;-1;FALSE
