"travis_id";"ght_id";"watchers";"slug";"lang";"created_at";"last_build_finished_at";"order";"project_found";"log_found";"travis_present";"first_t_commit";"last_t_commit";"active";"last_build_duration";"yml_contribs";"yml_commits";"job_count";"repo_id";"build_id";"last_build";"commits";"contribs";"last_commit";"build_count";"first_build";"yml_deleted";"travis_abandoned";"builds_period";"travis_period";"pushes";"PRs";"project_age";"abandoned";"commit_time_after_last_build";"abandoned_and_alive"
13713;138390;16;"Athou/GeekBot";"Java";2011-12-12;"2016-08-05";59744;1;1;1;"2012-04-29";"2012-08-09";1;103;2;6;1;13713;149976238;2016-08-05;521;4;2016-08-05;209;2012-04-29;0;0;1559;102;209;0;2283;0;0;FALSE
13878;375271;47;"rdegges/django-heroku-postgresify";"Python";2012-04-30;"2015-04-20";34051;1;1;1;"2012-05-01";"2015-04-20";1;126;2;6;4;13878;59307798;2015-04-20;39;3;2015-04-20;15;2012-05-02;0;0;1083;1084;13;2;2143;0;0;FALSE
13889;991291;1;"DamonOehlman/geojs";"JavaScript";2011-05-25;"2016-12-16";158592;1;1;1;"2012-05-02";"2012-05-02";1;21;1;1;1;13889;1224467;2016-12-16;118;2;2015-03-07;5;2012-05-02;0;0;1689;0;5;0;2484;0;-650;FALSE
13897;205978;103;"michaelsbradleyjr/node-clojurescript";"JavaScript";2012-05-02;"2012-05-25";21540;1;1;1;"2012-05-02";"2012-05-02";0;262;1;1;1;13897;1428888;2012-05-25;280;2;2013-09-11;108;2012-05-02;0;1;23;0;108;0;2141;1;474;TRUE
13974;14384390;12;"lavoiesl/smtp-email-validator";"PHP";2012-05-02;"2012-07-09";68595;1;1;0;"2012-05-02";"2012-07-09";1;18;1;2;1;13974;1814325;2012-07-09;12;1;2012-07-09;6;2012-05-02;1;1;68;68;6;0;2141;0;0;FALSE
14176;15148;336;"karussell/snacktory";"HTML";2011-07-11;"2016-09-23";9212;1;1;1;"2012-08-28";"2012-10-15";1;51;1;2;1;14176;157144627;2016-09-23;193;14;2016-09-02;75;2012-06-01;0;0;1575;48;55;20;2437;0;-21;FALSE
14418;362856;1;"chrismanderson/feed_engine";"Ruby";2012-05-08;"2012-05-24";180545;1;1;1;"2012-05-09";"2012-05-09";0;587;2;2;1;14418;1417554;2012-05-24;603;6;2013-01-10;142;2012-05-09;0;1;15;0;142;0;2135;1;231;TRUE
14419;1605159;19;"ryanpetrello/cleaver";"Python";2012-05-04;"2015-03-30";54165;1;1;1;"2012-05-09";"2012-05-10";1;45;1;5;4;14419;56453390;2015-03-30;95;2;2015-03-30;45;2012-05-09;0;0;1055;1;40;5;2139;0;0;FALSE
14438;11874;42;"xp-framework/xp-framework";"PHP";2011-04-15;"2016-04-20";36161;1;1;1;"2012-05-09";"2016-01-10";1;212;4;12;4;14438;124513775;2016-04-20;18989;44;2016-04-20;1019;2012-05-09;0;0;1442;1341;1010;9;2524;0;0;FALSE
14477;1237896;3;"krisk/aq";"JavaScript";2012-03-12;"2012-05-13";117019;1;1;1;"2012-05-09";"2012-05-09";1;32;1;2;1;14477;1317319;2012-05-13;15;2;2012-05-12;7;2012-05-09;0;0;4;0;7;0;2192;0;-1;FALSE
14771;39998;49;"nodesagency/Platform-Crud-Plugin";"PHP";2012-01-09;"2013-06-03";33315;1;1;1;"2012-05-12";"2012-11-28";0;140;1;3;4;14771;7743521;2013-06-03;366;13;2013-09-04;160;2012-05-12;0;1;387;200;145;15;2255;1;93;TRUE
14773;16735;425;"jsocol/django-waffle";"Python";2011-01-23;"2017-01-22";7600;1;1;1;"2012-05-11";"2017-01-16";1;295;6;19;5;14773;194236181;2017-01-22;273;56;2017-01-16;369;2012-05-12;0;0;1716;1711;167;202;2606;0;-6;FALSE
14794;45977;327;"tolk/tolk";"Ruby";2012-05-11;"2016-10-21";9430;1;1;1;"2012-05-14";"2016-09-30";1;1625;6;19;18;14794;169459120;2016-10-21;556;46;2016-10-21;259;2012-05-12;0;0;1623;1600;155;104;2132;0;0;FALSE
14812;42799;3;"vpetreski/vpruby";"Ruby";2012-05-01;"2015-11-06";116079;1;1;1;"2012-05-12";"2012-05-12";1;18;1;2;2;14812;89584720;2015-11-06;21;2;2015-11-06;14;2012-05-12;0;0;1273;0;14;0;2142;0;0;FALSE
14926;250675;1;"bantu/phpseclib";"PHP";2012-06-05;"2015-06-25";180411;1;1;1;"2012-05-24";"2016-11-22";0;45;5;54;6;14926;68322322;2015-06-25;2693;71;2016-12-25;555;2012-05-23;0;1;1128;1643;555;0;2107;1;549;TRUE
14992;2457;622;"pyjs/pyjs";"Python";2012-04-08;"2014-04-05";5525;1;1;1;"2012-05-14";"2013-10-30";0;26;2;17;1;14992;22336662;2014-04-05;4472;75;2015-09-22;161;2012-05-15;0;1;690;534;161;0;2165;1;535;TRUE
14996;11620;9;"igorsobreira/fms-admin-api";"Ruby";2011-12-06;"2012-08-07";75817;1;1;1;"2012-05-15";"2012-05-15";1;134;1;2;4;14996;2060912;2012-08-07;65;3;2012-08-07;13;2012-05-15;0;0;84;0;13;0;2289;0;0;FALSE
15056;1199764;2;"tdburke/eventsource";"Go";2012-05-12;"2013-10-30";145670;1;1;1;"2013-09-23";"2013-12-05";0;103;2;7;2;15056;13130708;2013-10-30;72;3;2014-01-20;19;2013-09-23;0;1;37;73;13;6;2131;1;82;TRUE
15059;374097;20;"project-fondue/python-yql";"Python";2011-12-21;"2013-03-12";52734;1;1;1;"2012-05-15";"2012-05-15";1;281;1;1;2;15059;5435718;2013-03-12;187;5;2013-03-12;40;2012-05-15;0;0;301;0;31;9;2274;0;0;FALSE
15066;20145;1;"thegoldentoilet/mulberry";"JavaScript";2012-04-17;"2013-07-14";179964;1;1;1;"2012-01-11";"2012-02-28";1;147;1;43;1;15066;2828161;2012-10-17;3609;15;2012-10-03;162;2012-05-15;0;0;155;48;162;0;2156;0;-14;FALSE
15297;50943;34;"rcambien/riverline-dynamodb";"JavaScript";2012-05-15;"2013-10-08";40364;1;1;1;"2012-06-22";"2013-02-28";1;369;1;4;2;15297;12282013;2013-10-08;55;3;2013-10-08;43;2012-06-22;0;0;473;251;41;2;2128;0;0;FALSE
15540;9428;7;"missinglink/mongrel2-php";"PHP";2012-05-20;"2012-07-19";84301;1;1;1;"2012-05-21";"2012-07-19";0;535;1;18;3;15540;1900227;2012-07-19;88;1;2013-05-03;49;2012-05-21;0;1;59;59;49;0;2123;1;288;TRUE
15544;431178;52;"bd808/python-iptools";"Python";2012-05-11;"2016-08-21";32486;1;1;1;"2012-05-20";"2016-08-21";1;273;3;12;5;15544;154016213;2016-08-21;120;4;2016-08-21;68;2012-05-21;0;0;1553;1554;57;11;2132;0;0;FALSE
15595;1330101;10;"dhoppe/puppet-fail2ban";"HTML";2011-10-25;"2017-02-28";72668;1;1;1;"2014-11-09";"2016-11-06";1;906;1;12;9;15595;206058652;2017-02-28;130;4;2016-11-30;132;2012-05-21;0;0;1744;728;83;49;2331;0;-90;FALSE
15604;864702;3;"dhoppe/puppet-puppet";"Ruby";2012-01-29;"2016-11-30";116840;1;1;1;"2014-12-06";"2016-11-06";1;737;1;11;9;15604;180067440;2016-11-30;99;1;2016-11-30;63;2012-05-21;0;0;1654;701;63;0;2235;0;0;FALSE
15789;193830;89;"makinacorpus/landez";"Python";2011-04-05;"2017-03-02";23592;1;1;1;"2012-05-23";"2013-10-03";1;328;3;7;1;15789;207068410;2017-03-02;208;13;2017-03-02;95;2012-05-23;0;0;1744;498;53;42;2534;0;0;FALSE
15797;849518;7;"szeber/yapep_base";"PHP";2011-11-07;"2016-06-14";84672;1;1;1;"2012-05-23";"2016-05-07";1;213;5;19;5;15797;137439805;2016-06-14;699;11;2016-05-07;151;2012-05-23;0;0;1483;1445;150;1;2318;0;-38;FALSE
15817;16121253;51;"django-haystack/celery-haystack";"Python";2011-07-29;"2016-12-23";32858;1;1;1;"2012-05-23";"2015-12-30";1;248;2;15;7;15817;186238218;2016-12-23;217;18;2015-12-30;72;2012-05-23;0;0;1675;1316;68;4;2419;0;-359;FALSE
16044;790591;13;"torquebox/maven-tools";"Ruby";2012-05-25;"2016-06-14";64729;1;1;1;"2012-05-25";"2016-01-29";1;1352;2;16;7;16044;137483798;2016-06-14;365;9;2016-06-14;219;2012-05-25;0;0;1481;1344;213;6;2118;0;0;FALSE
16047;73673;1;"CarloMicieli/trenako";"Java";2012-05-05;"2012-09-22";157099;1;1;1;"2012-05-25";"2013-06-08";0;90;1;6;1;16047;2528687;2012-09-22;488;2;2014-03-25;52;2012-05-25;0;1;120;379;52;0;2138;1;549;TRUE
16064;439934;1;"dresselm/mscan";"Ruby";2012-04-24;"2013-07-01";157741;1;1;1;"2012-05-25";"2013-05-17";1;192;1;5;3;16064;8610563;2013-07-01;109;1;2013-06-30;58;2012-05-25;0;0;402;357;57;1;2149;0;-1;FALSE
16069;21892;135;"intridea/rack-stream";"Ruby";2012-05-24;"2016-09-10";18021;1;1;1;"2012-05-14";"2012-05-14";1;81;1;4;2;16069;158932958;2016-09-10;46;1;2012-06-04;10;2012-05-25;0;0;1569;0;7;3;2119;0;-1559;FALSE
16171;2676641;1;"pescuma/dummy-cassandra";"Java";2012-05-04;"2014-03-03";160417;1;1;1;"2012-05-26";"2014-03-03";1;130;2;3;2;16171;20005465;2014-03-03;33;1;2014-03-03;16;2012-05-27;0;0;645;646;16;0;2139;0;0;FALSE
16179;168478;24;"saxix/django-geo";"Python";2012-05-13;"2014-08-08";48180;1;1;1;"2012-05-27";"2014-08-02";0;834;2;18;5;16179;32018505;2014-08-08;208;8;2016-10-05;182;2012-05-27;0;1;803;797;156;26;2130;1;789;TRUE
16188;5644009;1;"paq85/paq_php";"PHP";2012-05-27;"2012-06-02";164369;1;1;1;"2012-05-27";"2012-05-27";1;37;1;2;2;16188;1507002;2012-06-02;12;1;2012-06-02;5;2012-05-27;0;0;6;0;5;0;2116;0;0;FALSE
16291;860396;5;"gurusorocaba/gurusorocaba.com.br";"Ruby";2011-07-17;"2013-12-05";96926;1;1;1;"2013-04-13";"2013-04-13";1;530;1;3;2;16291;14991135;2013-12-05;105;4;2013-12-05;18;2013-04-13;0;0;236;0;17;1;2431;0;0;FALSE
16303;65355;1;"travis-repos/test-project-1";"Ruby";2011-04-14;"2017-03-16";157081;1;1;1;"2011-04-14";"2014-11-12";1;41;10;122;1;16303;211922753;2017-03-16;818;12;2017-03-09;51;2013-08-29;0;0;1295;1308;37;13;2525;0;-7;FALSE
17315;16239;451;"fuelphp/fuelphp";"PHP";2013-01-01;"2014-10-28";7242;1;1;0;"2013-01-01";"2014-10-28";0;5;2;4;1;17315;39219585;2014-10-28;72;8;2017-02-04;66;2012-06-04;1;1;876;665;64;2;1897;1;830;TRUE
17415;427635;5;"vespolina/VespolinaTaxonomyBundle";"PHP";2011-12-02;"2013-08-30";96717;1;1;1;"2011-12-28";"2013-01-14";1;160;3;3;2;17415;10796865;2013-08-30;38;10;2013-08-30;9;2012-08-18;0;0;377;383;9;0;2293;0;0;FALSE
17519;13668;2723;"rails/jquery-ujs";"JavaScript";2010-01-29;"2017-03-02";1290;1;1;1;"2013-11-07";"2016-01-12";1;1050;4;6;19;17519;206864529;2017-03-02;533;95;2016-08-19;163;2014-04-28;0;0;1039;796;64;99;2965;0;-195;FALSE
17526;6848;2351;"rails/jbuilder";"Ruby";2011-11-27;"2017-02-24";1516;1;1;1;"2012-12-30";"2017-02-23";1;2754;7;37;57;17526;204834142;2017-02-24;611;94;2017-02-23;617;2012-12-31;0;0;1516;1516;418;199;2298;0;-1;FALSE
17862;27693;7875;"thoughtbot/bourbon";"Ruby";2011-04-23;"2015-09-12";289;1;1;0;"2015-03-16";"2015-09-12";0;340;2;3;1;17862;69387679;2015-09-12;1452;130;2017-03-06;137;2015-03-17;1;1;179;180;84;53;2516;1;541;TRUE
17907;32024;20;"busterjs/fs-watch-tree";"JavaScript";2012-04-16;"2014-03-17";52657;1;1;1;"2012-05-27";"2013-06-06";1;45;2;2;1;17907;20921964;2014-03-17;100;5;2014-03-17;29;2012-05-27;0;0;659;375;27;2;2157;0;0;FALSE
17995;316847;4;"busterjs/buster-configuration";"JavaScript";2011-10-09;"2015-12-18";105062;1;1;1;"2012-05-27";"2015-11-12";1;132;2;2;4;17995;97768206;2015-12-18;242;9;2015-12-19;53;2012-05-27;0;0;1300;1264;50;3;2347;0;1;FALSE
18196;287592;1;"busterjs/buster-server-cli";"JavaScript";2012-05-13;"2015-12-18";157516;1;1;1;"2012-05-27";"2015-11-26";1;178;3;5;4;18196;97768241;2015-12-18;83;11;2015-12-19;75;2012-05-27;0;0;1300;1278;62;13;2130;0;1;FALSE
18248;105229;34;"basho/ebloom";"C++";2010-04-16;"2013-01-29";40369;1;1;1;"2012-06-28";"2012-07-02";0;41;1;2;4;18248;4454633;2013-01-29;70;20;2016-10-03;7;2012-06-28;0;1;215;4;5;2;2888;1;1343;TRUE
18284;8623;191;"basho/eleveldb";"C++";2011-05-14;"2013-12-31";14120;1;1;1;"2012-06-26";"2012-12-31";0;392;1;5;5;18284;16202478;2013-12-31;1240;45;2017-02-15;414;2012-06-26;0;1;553;188;346;68;2495;1;1142;TRUE
18585;82616;6;"wcmatthysen/World-Wind-Java";"C++";2012-02-27;"2017-04-19";93759;1;1;1;"2015-02-09";"2016-03-17";1;350;1;8;1;18585;223505234;2017-04-19;3546;14;2017-04-04;35;2015-02-09;0;0;800;402;35;0;2206;0;-15;FALSE
18887;14377;921;"eleith/emailjs";"HTML";2011-02-23;"2017-03-17";3857;1;1;1;"2012-05-27";"2014-07-30";1;177;3;6;2;18887;211999585;2017-03-17;223;30;2016-11-10;153;2012-05-27;0;0;1755;794;102;51;2575;0;-127;FALSE
19432;366764;173;"doctrine/search";"PHP";2011-10-12;"2016-11-21";15181;1;1;1;"2011-12-13";"2014-09-11";1;416;4;10;4;19432;177802867;2016-11-21;341;12;2016-11-17;46;2014-09-11;0;0;802;1003;33;13;2344;0;-4;FALSE
19459;645561;25;"Behat/CommonFormatters";"PHP";2012-03-30;"2013-04-05";47293;1;1;1;"2012-08-31";"2012-11-29";0;138;1;2;2;19459;6077222;2013-04-05;61;6;2015-04-26;33;2012-09-09;0;1;208;90;28;5;2174;1;751;TRUE
19517;148620;36;"shoes/shoesrb.com";"HTML";2012-03-15;"2013-05-20";39172;1;1;0;"2013-04-17";"2013-05-19";0;13;1;2;1;19517;7339907;2013-05-20;208;28;2017-01-28;15;2013-04-17;1;1;33;32;9;6;2189;1;1349;TRUE
19630;148354;2;"AbleTech/neat-complete";"JavaScript";2012-05-22;"2015-03-19";132302;1;1;1;"2012-05-28";"2014-07-21";0;41;2;8;1;19630;54976332;2015-03-19;127;6;2016-12-20;81;2012-05-27;0;1;1026;784;68;13;2121;1;642;TRUE
20011;67943;30;"DDMAL/libmei";"C++";2011-07-15;"2015-05-26";43064;1;1;1;"2012-12-21";"2015-04-11";0;757;2;24;2;20011;64109892;2015-05-26;770;17;2017-01-11;86;2012-12-31;0;1;876;841;77;9;2433;1;596;TRUE
20337;2315;455;"SpoutDev/Spout";"Java";2011-05-01;"2014-01-03";7204;1;1;1;"2013-06-14";"2013-09-15";1;298;2;7;1;20337;16298382;2014-01-03;5978;102;2013-12-25;399;2013-06-15;0;0;202;93;283;116;2508;0;-9;FALSE
20406;1081443;8;"datamapper/dm-active_model";"Ruby";2010-03-28;"2016-07-28";80112;1;1;1;"2016-06-30";"2016-06-30";1;119;1;2;2;20406;147946661;2016-07-28;137;6;2016-07-28;22;2013-03-26;0;0;1220;0;14;8;2907;0;0;FALSE
20767;23326;1646;"mongodb/mongo-csharp-driver";"C#";2010-06-02;"2015-10-30";2225;1;1;0;"2014-07-14";"2016-03-14";0;196;1;14;1;20767;88394284;2015-10-30;3341;55;2017-03-09;537;2014-07-14;1;1;473;609;476;61;2841;1;496;TRUE
21001;27412;14;"stackmob/stackmob-customcode-sdk";"Java";2011-09-10;"2013-10-04";62332;1;1;1;"2013-03-07";"2013-03-07";1;61;1;1;2;21001;12151949;2013-10-04;312;16;2013-10-04;83;2013-03-07;0;0;211;0;63;20;2376;0;0;FALSE
21439;103429;420;"makinacorpus/spynner";"Python";2011-06-09;"2017-03-08";7678;1;1;1;"2013-05-17";"2014-07-19";1;71;1;6;1;21439;208909838;2017-03-08;255;16;2017-03-08;69;2013-05-17;0;0;1391;428;45;24;2469;0;0;FALSE
21476;29543;214;"Yubico/yubico-pam";"C";2011-02-09;"2017-03-06";13004;1;1;1;"2014-06-10";"2015-10-08";1;2278;1;9;17;21476;208126179;2017-03-06;666;36;2017-03-06;245;2014-06-10;0;0;1000;485;193;52;2589;0;0;FALSE
21502;12493;433;"aaronpowell/db.js";"JavaScript";2012-05-08;"2017-04-12";7491;1;1;1;"2012-11-28";"2016-03-20";1;213;5;14;1;21502;221169137;2017-04-12;401;25;2016-04-11;352;2012-11-28;0;0;1596;1208;117;235;2135;0;-366;FALSE
21771;19776;8;"puppetlabs/puppetlabs-glance";"Ruby";2011-06-14;"2013-04-19";82583;1;1;0;"2012-05-29";"2013-05-27";1;299;4;7;8;21771;6457300;2013-04-19;853;107;2017-04-09;59;2012-10-23;1;1;178;363;26;33;2464;0;1451;FALSE
21832;67140;38;"puppetlabs/puppetlabs-razor";"Puppet";2012-04-25;"2014-03-20";38110;1;1;0;"2012-05-26";"2013-10-14";0;20;4;5;1;21832;21203923;2014-03-20;225;34;2016-09-12;131;2012-10-08;1;1;528;506;51;80;2148;1;907;TRUE
24101;715936;53;"jcoglan/terminus";"JavaScript";2010-04-05;"2013-03-26";31979;1;1;0;"2012-10-01";"2013-03-26";0;374;1;6;2;24101;5806326;2013-03-26;361;1;2013-12-23;80;2012-10-01;1;1;176;176;79;1;2899;1;272;TRUE
24537;2432685;14;"unindented/jquery-easteregg";"JavaScript";2013-02-14;"2015-12-23";62635;1;1;1;"2013-02-14";"2015-05-17";1;232;1;3;3;24537;98539093;2015-12-23;14;1;2015-12-23;20;2012-05-29;0;0;1303;822;20;0;1853;0;0;FALSE
24662;1149685;14;"ChessCom/Chess-Game";"PHP";2012-02-20;"2016-08-16";62539;1;1;1;"2013-05-13";"2016-06-09";1;587;2;5;6;24662;152729167;2016-08-16;122;14;2016-08-16;83;2013-10-23;0;0;1028;1123;52;31;2213;0;0;FALSE
24861;264696;9;"EHER/phpwatch";"PHP";2012-05-21;"2014-12-05";75946;1;1;1;"2012-05-28";"2013-10-03";1;41;2;3;3;24861;43046972;2014-12-05;28;4;2013-11-20;22;2012-05-29;0;0;920;493;20;2;2122;0;-380;FALSE
25121;206988;22;"sunlightlabs/realtimecongress";"Ruby";2012-12-21;"2012-11-30";50283;1;1;0;"2012-12-21";"2012-12-21";0;83;1;2;1;25121;3429388;2012-11-30;87;1;2014-05-11;42;2012-10-29;1;1;32;0;42;0;1908;1;527;TRUE
25342;8421312;10;"cloudfoundry/java-buildpack-auto-reconfiguration";"Java";2011-04-12;"2015-11-04";73597;1;1;0;"2013-02-15";"2015-11-04";0;4;6;14;1;25342;89279752;2015-11-04;282;26;2017-01-26;180;2013-02-15;1;1;992;992;150;30;2527;1;449;TRUE
25345;6003535;128;"cloudfoundry/cf-java-client";"Java";2011-09-21;"2015-10-28";18679;1;1;0;"2013-06-27";"2015-10-28";0;4;7;18;1;25345;87899553;2015-10-28;3503;60;2017-03-22;571;2013-06-27;1;1;853;853;398;173;2365;1;511;TRUE
25358;9934535;17;"cloudfoundry-attic/micro";"Ruby";2012-04-06;"2013-06-12";57613;1;1;1;"2013-02-06";"2013-02-07";1;410;1;6;2;25358;8005723;2013-06-12;552;46;2013-06-11;73;2013-02-06;0;0;126;1;59;14;2167;0;-1;FALSE
25376;46710;218;"cloudfoundry/warden";"Ruby";2012-05-23;"2015-07-16";12847;1;1;0;"2013-01-23";"2015-07-16";0;36;5;16;1;25376;71326507;2015-07-16;1021;128;2016-12-12;290;2013-01-23;1;1;904;904;247;43;2120;1;515;TRUE
26110;352799;22;"alphagov/calendars";"Ruby";2011-11-08;"2014-04-30";51065;1;1;0;"2013-06-24";"2014-04-30";0;29;3;3;1;26110;24087151;2014-04-30;723;73;2017-04-03;168;2013-06-24;1;1;310;310;124;44;2317;1;1069;TRUE
26150;19844;31;"alphagov/publisher";"Ruby";2011-07-04;"2013-09-23";42815;1;1;0;"2013-06-07";"2015-07-07";0;1344;3;4;1;26150;7903941;2013-09-23;3885;116;2017-04-13;29;2013-05-30;1;1;116;760;21;8;2444;1;1298;TRUE
26155;70769;36;"alphagov/rummager";"Ruby";2011-11-01;"2013-07-04";39566;1;1;0;"2013-05-20";"2015-05-26";0;210;6;10;1;26155;8738246;2013-07-04;3025;106;2017-03-28;164;2013-05-20;1;1;45;736;115;49;2324;1;1363;TRUE
26176;146470;4;"pmclanahan/scrumbugz";"Python";2012-07-26;"2012-07-20";111324;1;1;1;"2012-05-29";"2012-05-30";0;98;1;3;1;26176;1917983;2012-07-20;393;11;2014-05-14;26;2012-05-29;0;1;52;1;26;0;2056;1;663;TRUE
26425;811856;36;"mozilla/balrog";"Python";2011-10-13;"2015-12-16";39225;1;1;0;"2014-11-20";"2015-12-14";1;11;3;11;1;26425;97223518;2015-12-16;1151;63;2017-03-09;97;2014-11-18;1;1;393;389;51;46;2343;0;449;FALSE
26473;52973;29;"mozilla/kumascript";"JavaScript";2012-01-31;"2017-03-13";43808;1;1;1;"2013-03-07";"2016-11-23";1;176;2;3;1;26473;210484391;2017-03-13;986;28;2017-03-09;335;2013-03-07;0;0;1467;1357;137;198;2233;0;-4;FALSE
26507;6975508;4;"mozilla/persona-yahoo-bridge";"JavaScript";2012-04-03;"2015-10-20";107710;1;1;1;"2013-01-23";"2013-01-23";1;31;1;1;1;26507;86506937;2015-10-20;415;15;2015-10-20;213;2013-01-23;0;0;1000;0;152;61;2170;0;0;FALSE
26644;68044;1;"carlosmn/pygit2";"C";2011-06-16;"2013-03-09";180062;1;1;1;"2012-05-28";"2014-02-02";0;130;4;6;4;26644;5374740;2013-03-09;1347;62;2014-04-01;9;2012-08-06;0;1;215;615;9;0;2462;1;388;TRUE
27277;90896;101;"heroku/heroku-buildpack-clojure";"Shell";2011-05-14;"2017-01-03";21765;1;1;1;"2014-12-04";"2017-01-03";1;435;1;15;2;27277;188693266;2017-01-03;267;12;2017-01-03;49;2014-12-04;0;0;761;761;45;4;2495;0;0;FALSE
27545;865932;1;"tdawe/flightboard";"Ruby";2012-04-27;"2012-09-18";158370;1;1;1;"2012-06-01";"2012-06-16";1;1978;1;3;28;27545;2491683;2012-09-18;52;2;2012-09-18;11;2012-06-01;0;0;109;15;11;0;2146;0;0;FALSE
28302;883298;8;"alexkalderimis/imjs";"JavaScript";2012-02-03;"2015-06-23";82640;1;1;1;"2014-11-26";"2014-12-20";1;198;2;4;1;28302;67982322;2015-06-23;749;2;2015-05-08;52;2014-11-26;0;0;209;24;51;1;2230;0;-46;FALSE
28449;2684067;2;"lsolesen/running-calculations";"PHP";2010-07-26;"2016-03-23";134391;1;1;1;"2012-07-11";"2016-03-22";1;544;1;4;5;28449;117945009;2016-03-23;29;1;2016-03-22;18;2012-07-11;0;0;1351;1350;13;5;2787;0;-1;FALSE
28450;39611;111;"lsolesen/pel";"PHP";2010-07-21;"2017-02-03";20481;1;1;1;"2012-05-29";"2017-02-02";1;284;3;23;5;28450;197981920;2017-02-03;715;17;2017-02-03;252;2012-05-29;0;0;1711;1710;155;97;2792;0;0;FALSE
28547;286804;1;"vimi/vimi-deploy";"PHP";2011-04-28;"2014-03-31";157514;1;1;1;"2012-08-13";"2014-03-31";1;576;1;6;1;28547;21939009;2014-03-31;40;1;2014-03-31;19;2012-08-13;0;0;595;595;19;0;2511;0;0;FALSE
30267;9634176;2;"piecioshka/pklib.js";"JavaScript";2011-02-14;"2016-01-06";139954;1;1;0;"2013-04-08";"2016-01-06";0;38;2;7;1;30267;100659645;2016-01-06;285;6;2016-06-14;94;2012-05-30;1;1;1316;1003;91;3;2584;1;160;TRUE
30275;278574;1;"xi-project/xi-doctrine";"PHP";2011-06-14;"2013-05-08";157497;1;1;1;"2012-05-30";"2012-06-26";1;112;2;2;2;30275;6983358;2013-05-08;72;10;2013-05-08;19;2012-05-30;0;0;343;27;16;3;2464;0;0;FALSE
30353;395116;1;"Ph3nol/PHPDocUpdator";"PHP";2012-05-27;"2012-06-05";157678;1;1;1;"2012-05-28";"2012-05-28";1;64;1;1;2;30353;1536534;2012-06-05;52;3;2012-06-05;37;2012-05-30;0;0;6;0;37;0;2116;0;0;FALSE
30457;447075;66;"wulczer/txpostgres";"Python";2010-12-07;"2016-02-05";28208;1;1;1;"2012-05-30";"2016-01-27";1;110;2;14;4;30457;107184557;2016-02-05;147;6;2016-02-05;58;2012-05-30;0;0;1346;1337;50;8;2653;0;0;FALSE
31135;1148436;14;"transloadit/ruby-sdk";"Ruby";2011-01-19;"2017-01-23";62538;1;1;1;"2013-03-07";"2016-10-21";1;468;2;20;9;31135;194408556;2017-01-23;281;15;2017-01-23;138;2013-03-07;0;0;1418;1324;82;56;2610;0;0;FALSE
32157;251533;61;"jejacks0n/navigasmic";"Ruby";2010-01-09;"2014-12-17";29547;1;1;1;"2012-09-16";"2012-09-16";1;21;1;1;1;32157;44357437;2014-12-17;143;15;2014-10-06;49;2012-09-17;0;0;821;0;27;22;2985;0;-72;FALSE
33135;27740;88;"codenitive/laravel-oneauth";"PHP";2012-05-12;"2014-02-10";23863;1;1;1;"2012-10-29";"2013-02-14";1;29;1;3;2;33135;18553888;2014-02-10;126;13;2014-02-10;46;2012-10-29;0;0;469;108;38;8;2131;0;0;FALSE
37018;511587;111;"swagger-api/swagger-socket";"Java";2012-03-09;"2016-06-19";20496;1;1;1;"2015-03-27";"2015-03-27";1;335;1;2;1;37018;127091589;2016-06-19;406;9;2016-02-16;76;2015-03-27;0;0;450;0;74;2;2195;0;-124;FALSE
37298;889705;4;"plone/plone.tiles";"Python";2011-09-19;"2017-03-17";105389;1;1;1;"2012-11-07";"2016-08-19";1;392;4;13;3;37298;212205094;2017-03-17;262;23;2017-02-24;192;2012-11-07;0;0;1591;1381;151;41;2367;0;-21;FALSE
37328;309217;5;"plone/plone.app.relationfield";"Python";2011-09-20;"2016-03-07";96659;1;1;0;"2013-04-09";"2016-03-07";0;701;3;8;4;37328;114353202;2016-03-07;187;29;2017-02-03;9;2014-06-03;1;1;643;1063;8;1;2366;1;333;TRUE
37367;345300;6;"plone/Products.PlonePAS";"Python";2011-09-21;"2016-01-26";89969;1;1;1;"2015-03-11";"2015-03-11";0;208;1;2;1;37367;104934914;2016-01-26;1368;67;2017-02-02;66;2015-03-11;0;1;321;0;56;10;2365;1;373;TRUE
37522;18336;322;"ZF-Commons/ZfcUser";"PHP";2012-01-08;"2015-05-28";9535;1;1;1;"2012-09-26";"2016-03-04";0;1046;5;14;6;37522;64384387;2015-05-28;866;101;2016-07-09;261;2014-04-16;0;1;407;1255;72;189;2256;1;408;TRUE
37523;14017;104;"ZF-Commons/ZfcBase";"PHP";2012-01-08;"2015-01-15";21402;1;1;1;"2012-08-01";"2013-10-05";0;25;3;7;4;37523;47090074;2015-01-15;169;24;2016-09-28;90;2012-08-01;0;1;897;430;22;68;2256;1;622;TRUE
37529;16044;114;"ZF-Commons/ZfcTwig";"PHP";2012-05-25;"2014-09-08";20103;1;1;1;"2012-11-10";"2013-10-05";0;23;2;2;3;37529;34705373;2014-09-08;152;20;2016-04-16;53;2013-04-16;0;1;510;329;33;20;2118;1;586;TRUE
38573;102828;117;"inukshuk/bibtex-ruby";"Ruby";2010-08-02;"2016-10-30";19780;1;1;1;"2012-08-04";"2016-10-30";1;478;1;20;6;38573;171745641;2016-10-30;697;23;2016-10-30;252;2012-08-04;0;0;1548;1548;190;62;2780;0;0;FALSE
