title;desc;code;file_list;location;pattern;overlap_len;label
0.0;0.04510729821779632;0;0.0;0.0;-1;0;0
0.0;0.002540065550971014;0;0.0;0.0;0;0;0
0.0;0.0;0;0.0;0.0;-1;0;0
0.0;0.0051828588317621785;0;0.0;0.0;0;0;0
0.0;0.07628367026049901;0.053784860557768925;0.18181818181818182;0.0;0;2;0
0.0;0.05838532855260709;0;0.0;0.0;0;0;0
0.0;0.07498263088040759;0;0.0;0.0;0;0;0
0.0059668450872735965;0.0018743079912020633;0;0.0;0.0;0;0;0
0.25380161640305837;0.032701364868124846;0;0.0;0.0;0;0;0
0.016143912378957122;0.0322868521889055;0;0.0;0.0;0;0;0
0.007942118066017379;0.015405157935767548;0;0.0;0.0;-1;0;0
0.0;0.02238713059487235;0;0.0;0.0;0;0;0
0.0;0.03869389719091316;0;0.0;0.0;-1;0;0
0.0;0.042855086998499915;0;0.0;0.0;0;0;0
0.0;0.03136216689023914;0;0.0;0.0;0;0;0
0.0;0.09425093545867727;0;0.0;0.0;0;0;0
0.0;0.0;0;0.0;0.0;0;0;0
0.0;0.0;0;0.0;0.0;0;0;0
0.0;0.04177258948054072;0;0.0;0.0;0;0;0
0.011351394926954103;0.0017516786505613472;0;0.0;0.0;-1;0;0
0.0;0.04342825036076219;0;0.0;0.0;0;0;0
0.0;0.0;0;0.0;0.0;0;0;0
0.014405989978266772;0.0;0;0.0;0.0;0;0;0
0.0;0.027198473651587445;0;0.0;0.0;0;0;0
0.0;0.011181060565870295;0;0.0;0.0;0;0;0
0.0;0.0;0;0.0;0.0;0;0;0
0.0;0.5383247393725044;0;0.0;0.0;0;0;0
0.0;0.0;0;0.0;0.0;0;0;0
0.0;0.0;0;0.0;0.0;-1;0;0
0.0;0.047877682314716376;0;0.0;0.0;0;0;0
0.027083408857850398;0.0;0;0.0;0.0;0;0;0
0.0;0.016467220683088438;0;0.0;0.0;0;0;0
0.0;0.0;0;0.0;0.0;0;0;0
0.0;0.22300982858058263;0;0.0;0.0;0;0;0
0.0;0.0;0;0.0;0.0;0;0;0
0.0;0.10082264784205999;0;0.0;0.0;0;0;0
0.0;0.023011052365208073;0;0.0;0.0;0;0;0
0.0;0.05920918430645065;0;0.0;0.0;0;0;0
0.0;0.05126013515674703;0;0.0;0.0;0;0;0
0.0;0.04243491659061557;0;0.0;0.0;0;0;0
0.0;0.0;0;0.0;0.0;0;0;0
0.0;0.026969911151860586;0;0.0;0.0;-1;0;0
0.12138205446143165;0.0416073342885927;0;0.0;0.0;0;0;0
0.0;0.11138016884973378;0;0.0;0.0;-1;0;0
0.0;0.06889900644862113;0;0.0;0.0;0;0;0
0.0;0.012955357498459519;0;0.0;0.0;0;0;0
0.0;0.41728436377151323;0;0.0;0.0;-1;0;0
0.0;0.14196331272022425;0;0.0;0.0;0;0;0
0.0;0.0022163948993170067;0;0.0;0.0;0;0;0
0.0;0.01928111339183494;0;0.0;0.0;-1;0;0
0.0;0.028812311673277604;0;0.0;0.0;0;0;0
0.0;0.039462065704302766;0;0.0;0.0;0;0;0
0.015217192459621361;0.0;0;0.0;0.0;0;0;0
0.0;0.015391169722989127;0;0.0;0.0;0;0;0
0.008288329913104124;0.020263780569566823;0;0.0;0.0;0;0;0
0.0;0.0071244191429108514;0;0.0;0.0;0;0;0
0.0;0.005051764063531259;0;0.0;0.0;0;0;0
0.0;0.05792688029097566;0;0.0;0.0;0;0;0
0.016393342841181775;0.02869216104785556;0;0.0;0.0;-1;0;0
0.0;0.007804264072501638;0;0.0;0.0;0;0;0
0.0;0.04292861352484314;0;0.0;0.0;-1;0;0
0.0;0.02161158133404932;0;0.0;0.0;0;0;0
0.0;0.02993040576421794;0;0;0.0;0;0;0
0.008746106334964672;0.0;0;0.0;0.0;0;0;0
0.0;0.27037902249582585;0;0.0;0.0;0;0;0
0.0;0.0;0;0.0;0.0;0;0;0
0.0;0.015599053106037222;0.0;0.5;0.0;0;1;0
0.0;0.02151584544834843;0;0.0;0.0;0;0;0
0.01740105502325657;0.0;0;0.0;0.0;-1;0;0
0.0;0.10156348875496568;0;0.0;0.0;0;0;0
0.0;0.04222397355193615;0;0.0;0.0;0;0;0
0.0;0.03264840076301384;0;0.0;0.0;0;0;0
0.0;0.01936127858658822;0;0.0;0.0;0;0;0
0.0;0.06495020944115534;0;0.0;0.0;0;0;0
0.0;0.01566112361593162;0;0.0;0.0;0;0;0
0.0;0.018030723642383062;0;0.0;0.0;0;0;0
0.0;0.03912119313467961;0;0.0;0.0;0;0;0
0.0;0.013681660537699886;0;0.0;0.0;0;0;0
