JuliaLang/julia	13582	12819	0.49365410514069563
JuliaLang/julia	11820	11751	0.45571404448753383
JuliaLang/julia	14378	14310	0.4301084247843467
JuliaLang/julia	14264	12503	0.5302692459271048
JuliaLang/julia	5706	5565	0.4192973881632046
JuliaLang/julia	8791	5572	0.5046083297365727
JuliaLang/julia	12014	11721	0.48919001119941236
JuliaLang/julia	12835	12776	0.4212835013739113
JuliaLang/julia	16942	16917	0.4860883686301953
JuliaLang/julia	17231	11888	0.5152374552666562
JuliaLang/julia	13084	11547	0.44117435366760804
JuliaLang/julia	22233	22169	0.5551816595816249
JuliaLang/julia	14098	12904	0.5890456432019545
JuliaLang/julia	12058	11242	0.4685195541123765
JuliaLang/julia	14792	14784	0.4235113128348078
JuliaLang/julia	11244	10525	0.43541854577449357
JuliaLang/julia	13062	10835	0.4282135513090998
JuliaLang/julia	13378	12986	0.46429838277115315
JuliaLang/julia	12130	11421	0.4998227109217494
JuliaLang/julia	18936	18658	0.5573975804228555
JuliaLang/julia	16255	16253	0.5223390945177895
JuliaLang/julia	20147	20047	0.4644647810909396
JuliaLang/julia	11906	11828	0.4598886327823837
JuliaLang/julia	18163	18125	0.4534534170385425
JuliaLang/julia	21140	20535	0.5321128114282521
JuliaLang/julia	14328	14262	0.5565580480535979
JuliaLang/julia	12151	12147	0.5430159509093638
JuliaLang/julia	16915	11848	0.46192203782149105
JuliaLang/julia	21184	12584	0.4084770998458566
JuliaLang/julia	19863	19856	0.5978329185849373
JuliaLang/julia	19082	18973	0.42648824567071647
JuliaLang/julia	8725	7108	0.5433361728700513
JuliaLang/julia	20408	20405	0.5658753871900928
JuliaLang/julia	8838	7108	0.42633134823181273
JuliaLang/julia	10525	9607	0.46448703889394427
JuliaLang/julia	14063	13758	0.4637336752508812
JuliaLang/julia	16257	16215	0.5377914734188349
JuliaLang/julia	21299	18688	0.53864363323357
JuliaLang/julia	16421	15212	0.5509876499790755
JuliaLang/julia	9065	6115	0.5483382490871077
JuliaLang/julia	17876	17870	0.605472559119183
JuliaLang/julia	16080	15892	0.5768330363277324
angular/angular.js	8206	8177	0.5287033954693542
angular/angular.js	14635	12682	0.48901702175100464
angular/angular.js	1602	1564	0.5271760284495084
angular/angular.js	3025	2522	0.5215717258099221
angular/angular.js	3197	3082	0.4434784694645544
angular/angular.js	5976	5536	0.5785179964362296
angular/angular.js	4021	3897	0.5424468497052862
angular/angular.js	9481	9478	0.42620229185550995
angular/angular.js	8206	8130	0.5239087583187086
angular/angular.js	2362	2307	0.5697056372997188
angular/angular.js	12362	12307	0.4263285012474142
angular/angular.js	3082	2835	0.48945605047591056
angular/angular.js	7960	7776	0.45688594508255725
angular/angular.js	3699	3697	0.47119347185938765
angular/angular.js	12933	12166	0.5342394743748577
angular/angular.js	9905	8005	0.5174914343358101
angular/angular.js	9013	4858	0.4598886327823837
angular/angular.js	5080	3376	0.5772082577923667
angular/angular.js	9917	9265	0.4968269063768821
angular/angular.js	2439	2060	0.4698798305460743
angular/angular.js	2260	2216	0.617531471297506
angular/angular.js	10592	7762	0.4503383649536124
angular/angular.js	2488	2396	0.5654855390876248
angular/angular.js	4612	4479	0.4492714437990136
angular/angular.js	5174	5110	0.6049926331415807
angular/angular.js	12524	12477	0.6180784911489146
angular/angular.js	4369	4351	0.5752686320636471
angular/angular.js	15542	15538	0.5495398661387351
angular/angular.js	2265	2252	0.48167262083305995
angular/angular.js	6716	6692	0.5272893695182981
angular/angular.js	14967	6412	0.5250544207184429
angular/angular.js	10619	10618	0.6027132607400245
angular/angular.js	12072	4282	0.5294332335067539
angular/angular.js	4171	4083	0.5642650941337443
angular/angular.js	15919	15917	0.5141262064154652
angular/angular.js	8716	8628	0.5873562156258259
angular/angular.js	3393	1745	0.5529865827455084
