,,,,,,title,desc,code,file_list,location,pattern,,
facebook/react,10473,435,0.2859,0,N/A,0.3898,0.0768,0,0,0,0,https://www.github.com/facebook/react/pull/10473,https://www.github.com/facebook/react/pull/435
facebook/react,3233,1980,0.2745,0,N/A,-0.0133,0,0.4492,0.0015,0.7722,0,https://www.github.com/facebook/react/pull/3233,https://www.github.com/facebook/react/pull/1980
facebook/react,6765,833,0.2609,0,N/A,0.3708,0.0949,0,0,0,0,https://www.github.com/facebook/react/pull/6765,https://www.github.com/facebook/react/pull/833
facebook/react,1267,434,0.2591,0,N/A,0.3984,-0.021,0,0,0,0,https://www.github.com/facebook/react/pull/1267,https://www.github.com/facebook/react/pull/434
facebook/react,2772,2614,0.2478,0,N/A,0.3862,0.0007,0,0,0,0,https://www.github.com/facebook/react/pull/2772,https://www.github.com/facebook/react/pull/2614
facebook/react,1576,225,0.2463,0,N/A,0.3878,-0.0094,0,0,0,0,https://www.github.com/facebook/react/pull/1576,https://www.github.com/facebook/react/pull/225
facebook/react,3922,1157,0.243,0,N/A,0.4002,-0.0054,0,0,0,-1,https://www.github.com/facebook/react/pull/3922,https://www.github.com/facebook/react/pull/1157
facebook/react,336,269,0.2184,0,N/A,0.1831,0.1002,0,0.5,0,0,https://www.github.com/facebook/react/pull/336,https://www.github.com/facebook/react/pull/269
facebook/react,3554,1267,0.1697,0,N/A,0.3365,-0.0221,0,0,0,0,https://www.github.com/facebook/react/pull/3554,https://www.github.com/facebook/react/pull/1267
facebook/react,3641,572,0.1695,0,N/A,0.3309,0,0,0,0,0,https://www.github.com/facebook/react/pull/3641,https://www.github.com/facebook/react/pull/572
facebook/react,3011,1335,0.1652,0,N/A,0.3254,0.0079,0,0,0,0,https://www.github.com/facebook/react/pull/3011,https://www.github.com/facebook/react/pull/1335
facebook/react,5749,627,0.149,0,N/A,0.3131,0,0,0,0,0,https://www.github.com/facebook/react/pull/5749,https://www.github.com/facebook/react/pull/627
facebook/react,1106,470,0.1426,0,N/A,0.1531,0.9375,0,0,0,-1,https://www.github.com/facebook/react/pull/1106,https://www.github.com/facebook/react/pull/470
facebook/react,1528,262,0.1413,0,N/A,0.0837,0.1333,0,0.25,0.5185,0,https://www.github.com/facebook/react/pull/1528,https://www.github.com/facebook/react/pull/262
facebook/react,716,197,0.1322,0,N/A,0.2969,0,0,0,0,0,https://www.github.com/facebook/react/pull/716,https://www.github.com/facebook/react/pull/197
facebook/react,934,833,0.1252,0,N/A,0.2503,0.1579,0,0,0,0,https://www.github.com/facebook/react/pull/934,https://www.github.com/facebook/react/pull/833
facebook/react,700,141,0.1223,0,N/A,-0.0012,0.1655,0.0138,0.1,1,0,https://www.github.com/facebook/react/pull/700,https://www.github.com/facebook/react/pull/141
facebook/react,2562,888,0.1223,0,N/A,0.2501,0.2492,0,0,0,-1,https://www.github.com/facebook/react/pull/2562,https://www.github.com/facebook/react/pull/888
facebook/react,1972,1393,0.1077,0,N/A,0.2698,0,0,0,0,0,https://www.github.com/facebook/react/pull/1972,https://www.github.com/facebook/react/pull/1393
facebook/react,967,888,0.0929,0,N/A,-0.0023,0.2656,0,0.5,0,-1,https://www.github.com/facebook/react/pull/967,https://www.github.com/facebook/react/pull/888
facebook/react,594,306,0.0819,0,N/A,0.224,0.0157,0,0,0,-1,https://www.github.com/facebook/react/pull/594,https://www.github.com/facebook/react/pull/306
facebook/react,572,489,0.0774,0,N/A,0.1834,0.1749,0,0,0,0,https://www.github.com/facebook/react/pull/572,https://www.github.com/facebook/react/pull/489
facebook/react,287,73,0.0708,0,N/A,-0.0046,0.163,0,0.1176,0.7111,0,https://www.github.com/facebook/react/pull/287,https://www.github.com/facebook/react/pull/73
facebook/react,1479,1017,0.0685,0,N/A,0.1995,0.0496,0,0,0,0,https://www.github.com/facebook/react/pull/1479,https://www.github.com/facebook/react/pull/1017
facebook/react,6403,5480,0.0619,0,N/A,0,0,0,0.0069,1,0,https://www.github.com/facebook/react/pull/6403,https://www.github.com/facebook/react/pull/5480
facebook/react,420,357,0.0519,0,N/A,0.1003,0.1969,0,0.0222,0.0968,0,https://www.github.com/facebook/react/pull/420,https://www.github.com/facebook/react/pull/357
facebook/react,476,402,0.0287,0,N/A,0.0998,0,0,0,0,0,https://www.github.com/facebook/react/pull/476,https://www.github.com/facebook/react/pull/402
facebook/react,56,45,0.0275,0,N/A,0.0946,0,0,0,0,0,https://www.github.com/facebook/react/pull/56,https://www.github.com/facebook/react/pull/45
facebook/react,241,201,0.0271,0,N/A,0.0927,0,0,0,0,0,https://www.github.com/facebook/react/pull/241,https://www.github.com/facebook/react/pull/201
facebook/react,202,57,0.0269,0,N/A,0.0918,0,0,0,0,0,https://www.github.com/facebook/react/pull/202,https://www.github.com/facebook/react/pull/57
facebook/react,297,63,0.0268,0,N/A,-0.0088,0.0804,0,0.2222,0.0759,0,https://www.github.com/facebook/react/pull/297,https://www.github.com/facebook/react/pull/63
facebook/react,30,1,0.0171,0,N/A,0.0068,0.1166,0,0,0,0,https://www.github.com/facebook/react/pull/30,https://www.github.com/facebook/react/pull/1
facebook/react,2,1,0.0149,0,N/A,0.0058,0.0525,0,0,0,0,https://www.github.com/facebook/react/pull/2,https://www.github.com/facebook/react/pull/1
