facebook/react	10255	6720	0.4826255488755223
facebook/react	11489	11186	0.6071832450988505
facebook/react	2443	2422	0.5711486531855553
facebook/react	11638	11371	0.591659665214974
facebook/react	1702	1548	0.6013322569859464
facebook/react	2553	2526	0.5832476134354265
facebook/react	7854	6099	0.5829284563080577
facebook/react	12488	10648	0.5259890636168422
facebook/react	10207	10201	0.5948858915391944
facebook/react	3098	3028	0.5878089448908869
facebook/react	9271	9269	0.5924952787826655
facebook/react	12621	10648	0.5229266779866761
facebook/react	8749	8705	0.5929895614527934
facebook/react	4344	4220	0.6168878260150827
facebook/react	7814	4502	0.44611051216318015
facebook/react	5192	1550	0.5103796470668749
facebook/react	12080	11639	0.48426886244200995
facebook/react	3564	831	0.4804161970345674
facebook/react	7966	4271	0.491625311818763
facebook/react	442	374	0.47855011356885874
facebook/react	1576	1239	0.4940434888107169
facebook/react	11868	4426	0.528119688750946
facebook/react	8189	2099	0.46546864242386404
facebook/react	11986	11884	0.5519285781314568
facebook/react	7125	5596	0.5750628488020316
facebook/react	11149	11072	0.50370723746095
facebook/react	477	357	0.4958233013865969
facebook/react	9629	4421	0.5065358284307034
facebook/react	577	362	0.4923100580242318
facebook/react	1223	1183	0.5414891004496245
facebook/react	3001	1787	0.5210185825758632
facebook/react	2645	2614	0.44462943391446363
facebook/react	10961	2934	0.4804161970345674
facebook/react	2524	2498	0.45959763384555097
facebook/react	7564	7473	0.4977890265013801
facebook/react	5741	4280	0.541534022540796
facebook/react	12837	10280	0.4688776665097174
facebook/react	1198	435	0.4805531114965313
facebook/react	10677	3523	0.4472940540591104
facebook/react	6305	6136	0.5676041170025093
facebook/react	1036	627	0.5618020642023451
facebook/react	573	549	0.43362580392272654
facebook/react	7941	7247	0.48667661523928496
facebook/react	2038	1651	0.4713025353944576
facebook/react	9004	7526	0.5272611051729936
facebook/react	3580	3221	0.4858637791661493
facebook/react	8705	7330	0.5651978802132037
facebook/react	2397	1572	0.4836304308871664
facebook/react	4596	3842	0.4960433919899524
facebook/react	12942	12851	0.5606620703021904
facebook/react	8259	4125	0.4971423164689849
facebook/react	5803	4661	0.5023557596568552
facebook/react	572	382	0.4384386816894642
facebook/react	3276	2693	0.48667173849897477
facebook/react	8923	8864	0.4999743768026927
facebook/react	9858	9841	0.5138830102812285
facebook/react	8590	8417	0.5034755490999037
facebook/react	9673	9414	0.4705188923989131
facebook/react	5237	4669	0.4900954935666564
facebook/react	558	357	0.45888808269429954
facebook/react	84	38	0.45301004788940363
facebook/react	6191	6143	0.5398131737350919
facebook/react	5840	5835	0.4714798798038253
facebook/react	11694	2864	0.47060043154421555
facebook/react	5049	3968	0.4957407602415445
facebook/react	9373	9355	0.506534407114229
facebook/react	6752	5299	0.49869691881578837
facebook/react	12541	12326	0.47845416590617096
facebook/react	9813	9668	0.5066477121943609
facebook/react	9856	9837	0.4665384035854298
facebook/react	11581	7446	0.5304738385455445
facebook/react	6591	5908	0.5042095908036476
facebook/react	12770	12311	0.50965486262113
facebook/react	2755	849	0.558221599052896
facebook/react	6432	937	0.5107795619874361
facebook/react	202	188	0.4513695225080794
facebook/react	9538	930	0.5054754614038461
