0	1
0.02962317578	1
0.02998821102	0.9975490196
0.03131507906	0.9950980392
0.0313755796	0.9950980392
0.03177336046	0.9950980392
0.0320037837	0.9950980392
0.0327551432	0.9950980392
0.03298667533	0.9950980392
0.03341563786	0.9950980392
0.03345694273	0.9950980392
0.03358702846	0.9950980392
0.03359536616	0.9950980392
0.03360092692	0.9950980392
0.03360092692	0.9950980392
0.03360092692	0.9950980392
0.033603708	0.9950980392
0.03652926851	0.9926470588
0.05461956522	0.9852941176
0.05878052347	0.9852941176
0.0657614919	0.9852941176
0.1134079816	0.9681372549
0.26648161	0.9411764706
0.2904942966	0.9362745098
0.3084415584	0.931372549
0.3174204355	0.9289215686
0.3362989324	0.9264705882
0.3393339334	0.9240196078
0.3418181818	0.9215686275
0.3469010176	0.9191176471
0.348189415	0.9191176471
0.4034896401	0.9068627451
0.4153498871	0.9019607843
0.4453883495	0.8995098039
0.4747736093	0.8995098039
0.5027855153	0.8848039216
0.5273264402	0.875
0.5702875399	0.875
0.604770017	0.8700980392
0.6153846154	0.862745098
0.6238698011	0.8455882353
0.6288848263	0.8431372549
0.6368715084	0.8382352941
0.6446124764	0.8357843137
0.6531791908	0.8308823529
0.6614173228	0.8235294118
0.6633663366	0.8210784314
0.6824742268	0.8112745098
0.6934460888	0.8039215686
0.7012987013	0.7941176471
0.722972973	0.7867647059
0.7412587413	0.7794117647
0.7445255474	0.75
0.7601010101	0.737745098
0.7891891892	0.7156862745
0.8039215686	0.7034313725
0.8168604651	0.6887254902
0.8259587021	0.6862745098
0.8267477204	0.6666666667
0.8390092879	0.6642156863
0.8507936508	0.6568627451
0.8525641026	0.6519607843
0.8501628664	0.6397058824
0.8471760797	0.625
0.8566433566	0.6004901961
0.8703703704	0.5759803922
0.8924302789	0.5490196078
0.9012345679	0.5367647059
0.9137931034	0.5196078431
0.9192825112	0.5024509804
0.9248826291	0.4828431373
0.9234449761	0.4730392157
0.9253731343	0.4558823529
0.932642487	0.4411764706
0.9315789474	0.4338235294
0.9301075269	0.4240196078
0.9441340782	0.4142156863
0.9470588235	0.3946078431
0.9570552147	0.3823529412
0.9551282051	0.3651960784
0.9583333333	0.3382352941
0.977443609	0.318627451
0.9841269841	0.3039215686
0.9824561404	0.2745098039
0.9807692308	0.25
0.98	0.2401960784
0.9791666667	0.2303921569
0.9887640449	0.2156862745
0.9880952381	0.2034313725
0.987804878	0.1985294118
0.987804878	0.1985294118
0.9873417722	0.1911764706
0.9868421053	0.1838235294
0.9861111111	0.1740196078
0.9855072464	0.1666666667
0.9852941176	0.1642156863
0.984375	0.1544117647
0.9836065574	0.1470588235
0.9821428571	0.1348039216
0.9807692308	0.125
1	0.1200980392
1	0
